Date,mpshock_sum,mpshock,ff,logip,lopcpi,logwcp,unemps
5/1/2004,-2.919817718,-0.136701289,1,4.568470931,5.237505227,4.395318802,5.6
6/1/2004,-2.816565623,0.103252095,1.03,4.560192694,5.241217775,4.371467212,5.6
7/1/2004,-2.816565623,0,1.26,4.567868031,5.242275976,4.400119136,5.5
8/1/2004,-2.541843016,0.274722606,1.43,4.568604744,5.242804657,4.438209626,5.4
9/1/2004,-2.393291844,0.148551173,1.61,4.569446631,5.245970886,4.42658728,5.4
10/1/2004,-2.393291844,0,1.76,4.578922715,5.251225759,4.491314623,5.5
11/1/2004,-2.110317603,0.282974241,1.93,4.581017852,5.25593165,4.437055698,5.4
12/1/2004,-1.971832167,0.138485436,2.16,4.588347474,5.25593165,4.401764009,5.4
1/1/2005,-1.971832167,0,2.28,4.59294071,5.255409866,4.461506763,5.3
2/1/2005,-1.857877964,0.113954203,2.5,4.599794764,5.259576538,4.48749973,5.4
3/1/2005,-1.814612932,0.043265032,2.63,4.598206999,5.263208189,4.578065775,5.2
4/1/2005,-1.814612932,0,2.79,4.599890272,5.26631057,4.570831203,5.2
5/1/2005,-1.562664907,0.251948025,3,4.601195297,5.265794175,4.538609644,5.1
6/1/2005,-1.330909601,0.231755306,3.04,4.605023175,5.26631057,4.604860262,5
7/1/2005,-1.330909601,0,3.26,4.601856702,5.272486607,4.635185561,5
8/1/2005,-1.253019407,0.077890194,3.5,4.604605026,5.278624733,4.691905953,4.9
9/1/2005,-1.008586609,0.244432797,3.62,4.585762061,5.292299294,4.694195212,5
10/1/2005,-1.008586609,0,3.78,4.59829561,5.293807211,4.670293599,5
11/1/2005,-0.788910702,0.219675907,4,4.608381026,5.288771954,4.633294573,5
12/1/2005,-0.644892233,0.144018469,4.16,4.614562936,5.288771954,4.663468036,4.9
1/1/2006,-0.483686842,0.161205391,4.29,4.615741116,5.294811227,4.728221628,4.7
2/1/2006,-0.483686842,0,4.49,4.615782674,5.295312858,4.716833757,4.8
3/1/2006,-0.378294512,0.105392331,4.59,4.617840576,5.29681624,4.730145066,4.7
4/1/2006,-0.378294512,0,4.79,4.621843412,5.301811256,4.813995446,4.7
5/1/2006,-0.20305959,0.175234921,4.94,4.620836821,5.304796333,4.849043361,4.6
6/1/2006,0.199173117,0.402232707,4.99,4.624671788,5.307277108,4.835495062,4.6
7/1/2006,0.199173117,0,5.24,4.624304943,5.312713247,4.875665066,4.7
8/1/2006,0.24264735,0.043474232,5.25,4.62822927,5.317139121,4.870951504,4.7
9/1/2006,0.32059912,0.077951771,5.25,4.626199512,5.312220272,4.78111776,4.5
10/1/2006,0.251128484,-0.069470636,5.25,4.625627501,5.307772525,4.75434732,4.4
11/1/2006,0.251128484,0,5.25,4.624666884,5.308267697,4.764829228,4.5
12/1/2006,0.353229518,0.102101034,5.24,4.635012443,5.313698469,4.795897452,4.4
1/1/2007,0.336804773,-0.016424745,5.25,4.629797431,5.315356375,4.72771726,4.6
2/1/2007,0.336804773,0,5.26,4.639826653,5.319227224,4.774837956,4.5
3/1/2007,0.474234664,0.137429891,5.26,4.6420044,5.324413871,4.806705181,4.4
4/1/2007,0.474234664,0,5.25,4.649009065,5.327410041,4.859563353,4.5
5/1/2007,0.46509982,-0.009134844,5.25,4.649495158,5.331534517,4.86677361,4.4
6/1/2007,0.396106802,-0.068993018,5.25,4.649777328,5.33384859,4.889963014,4.6
7/1/2007,0.396106802,0,5.26,4.649404273,5.335627602,4.929734478,4.7
8/1/2007,0.426191687,0.030084885,5.02,4.651630018,5.335935835,4.891866987,4.6
9/1/2007,-0.116576174,-0.542767861,4.94,4.65549346,5.340164435,4.947084205,4.7
10/1/2007,-0.367127331,-0.250551157,4.76,4.651262428,5.34324293,4.996376799,4.7
11/1/2007,-0.367127331,0,4.49,4.657134355,5.351071094,5.062197795,4.7
12/1/2007,-0.449807868,-0.082680538,4.24,4.657247323,5.353964917,5.055149254,5
1/1/2008,-0.896733787,-0.446925918,3.94,4.6545497,5.357406693,5.09053144,5
2/1/2008,-0.896733787,0,2.98,4.651188894,5.359821601,5.144067561,4.9
3/1/2008,-1.421937111,-0.525203324,2.61,4.64881954,5.363393243,5.205759589,5.1
4/1/2008,-1.623919495,-0.201982384,2.28,4.641216636,5.36570495,5.245778716,5
5/1/2008,-1.623919495,0,1.98,4.635566501,5.371605002,5.3185325,5.4
6/1/2008,-2.02065056,-0.396731065,2,4.633218139,5.382028721,5.374035552,5.6
7/1/2008,-2.02065056,0,2.01,4.627911628,5.389144787,5.39376504,5.8
8/1/2008,-1.916619237,0.104031323,2,4.612496284,5.387655202,5.278861586,6.1
9/1/2008,-1.926285234,-0.009665996,1.81,4.568159669,5.388509928,5.173944541,6.1
10/1/2008,-1.898790937,0.027494296,0.97,4.577626312,5.379874312,4.937512563,6.5
11/1/2008,-1.898790937,0,0.39,4.564978201,5.362010218,4.745106873,6.8
12/1/2008,-2.028394281,-0.129603344,0.16,4.535306578,5.353742613,4.586753608,7.3
1/1/2009,-1.679021764,0.349372518,0.15,4.511269313,5.356270187,4.630115397,7.8
2/1/2009,-1.679021764,0,0.22,4.504799423,5.359906229,4.587128155,8.3
3/1/2009,-1.098787215,0.580234549,0.18,4.488816129,5.358918459,4.606705553,8.7
4/1/2009,-1.6131432,-0.514355985,0.15,4.480803526,5.359925034,4.645296592,9
5/1/2009,-1.6131432,0,0.18,4.470672612,5.361395447,4.743709618,9.4
6/1/2009,-1.520317086,0.092826113,0.21,4.466760629,5.369660807,4.854337627,9.5
7/1/2009,-1.520317086,0,0.16,4.477703793,5.369362797,4.816035586,9.5
8/1/2009,-1.690561899,-0.170244813,0.16,4.48884983,5.372705657,4.889868604,9.6
9/1/2009,-1.795805497,-0.105243598,0.15,4.496388268,5.374634682,4.848894842,9.8
10/1/2009,-1.795805497,0,0.12,4.499584089,5.377632117,4.903796011,10
11/1/2009,-1.918970846,-0.123165348,0.12,4.503552657,5.380975114,4.947171841,9.9
12/1/2009,-1.942475198,-0.023504352,0.12,4.506599898,5.381495155,4.946557667,9.9
1/1/2010,-1.885682289,0.056792908,0.11,4.5181319,5.382143677,4.982984006,9.8
2/1/2010,-1.885682289,0,0.13,4.521723358,5.381191447,4.957777396,9.8
3/1/2010,-1.713106967,0.172575322,0.16,4.528281582,5.38152276,5.002612392,9.9
4/1/2010,-1.763846614,-0.050739647,0.2,4.531992858,5.381752774,5.061751602,9.9
5/1/2010,-1.763846614,0,0.2,4.546478008,5.381232867,4.988368154,9.6
6/1/2010,-1.642003248,0.121843366,0.18,4.547961536,5.380813984,4.967509602,9.4
7/1/2010,-1.642003248,0,0.18,4.55233465,5.382681493,4.971842543,9.4
8/1/2010,-1.418810101,0.223193147,0.19,4.555399942,5.384141789,5.00138892,9.5
9/1/2010,-1.213139029,0.205671073,0.19,4.557698003,5.385755736,5.013081481,9.5
10/1/2010,-1.213139029,0,0.19,4.555043579,5.389231534,5.072759495,9.4
11/1/2010,-1.262388116,-0.049249088,0.19,4.555331622,5.391762171,5.105464654,9.8
12/1/2010,-1.314045942,-0.051657825,0.18,4.564971955,5.395770703,5.163603363,9.3
1/1/2011,-1.367264601,-0.053218659,0.17,4.563685472,5.399008498,5.206181598,9.1
2/1/2011,-1.367264601,0,0.16,4.559287491,5.402217817,5.247371719,9
3/1/2011,-1.286825779,0.080438822,0.14,4.569172992,5.407378028,5.297891838,9
4/1/2011,-1.197337354,0.089488425,0.1,4.565583886,5.412061144,5.348853488,9.1
5/1/2011,-1.197337354,0,0.09,4.567859727,5.415237808,5.296885027,9
6/1/2011,-0.988992703,0.208344652,0.09,4.570738149,5.415237808,5.279617903,9.1
7/1/2011,-0.988992703,0,0.07,4.576042051,5.417854419,5.293717163,9
8/1/2011,-0.915369901,0.073622802,0.1,4.581626188,5.421003916,5.250823037,9
9/1/2011,-0.759360255,0.156009646,0.08,4.581383513,5.423173109,5.240715567,9
10/1/2011,-0.759360255,0,0.07,4.588249841,5.423848089,5.209669858,8.8
11/1/2011,-0.64135012,0.118010135,0.08,4.587447055,5.425694234,5.227613483,8.6
12/1/2011,-0.733203423,-0.091853304,0.07,4.592972091,5.425931914,5.215500174,8.5
1/1/2012,-0.470106693,0.26309673,0.08,4.599076658,5.428652406,5.238929166,8.3
2/1/2012,-0.470106693,0,0.1,4.601365959,5.430787571,5.277487517,8.3
3/1/2012,-0.452546958,0.017559735,0.13,4.596685291,5.432878853,5.307653373,8.2
4/1/2012,-0.477426256,-0.024879298,0.14,4.604175692,5.434538264,5.285600162,8.2
5/1/2012,-0.477426256,0,0.16,4.606093759,5.432467942,5.221921888,8.2
6/1/2012,-0.323873101,0.153553155,0.16,4.605897921,5.431641238,5.136161636,8.2
7/1/2012,-0.323873101,0,0.16,4.608518574,5.431930006,5.181668063,8.2
8/1/2012,-0.165376754,0.158496347,0.13,4.603729148,5.437722724,5.222903929,8.1
9/1/2012,-0.075406151,0.089970603,0.14,4.604218734,5.442482643,5.231967135,7.8
10/1/2012,-0.135306527,-0.059900377,0.16,4.606336506,5.445175808,5.210558575,7.8
11/1/2012,-0.135306527,0,0.16,4.611143311,5.443495052,5.195924331,7.7
12/1/2012,0.004901121,0.140207648,0.16,4.614666949,5.443373963,5.20549366,7.9
1/1/2013,-0.079913539,-0.08481466,0.14,4.613340716,5.445352793,5.233508087,8
2/1/2013,-0.079913539,0,0.15,4.61906816,5.450768031,5.250338351,7.7
3/1/2013,-0.012659944,0.067253595,0.14,4.623122082,5.447952151,5.213590459,7.5
4/1/2013,-0.012659944,0,0.15,4.621401739,5.445861989,5.186857647,7.6
5/1/2013,0.05592101,0.068580955,0.11,4.622495237,5.446276058,5.190124651,7.5
6/1/2013,0.040353842,-0.015567169,0.09,4.624530559,5.448653638,5.188272758,7.5
7/1/2013,0.032493467,-0.007860374,0.09,4.620259764,5.450609177,5.212714549,7.3
8/1/2013,0.032493467,0,0.08,4.626840676,5.452993623,5.22485316,7.2
9/1/2013,0.023529709,-0.008963758,0.08,4.631977634,5.453370496,5.221185027,7.2
10/1/2013,0.012515153,-0.011014556,0.09,4.630224684,5.453905584,5.205015056,7.2
11/1/2013,0.012515153,0,0.08,4.633153962,5.455748374,5.190755668,6.9
12/1/2013,1.77E-14,-0.012515153,0.09,4.636188117,5.458389054,5.214556893,6.7
